0_precision,0_recall,0_f1_score,0_support,1_precision,1_recall,1_f1_score,1_support,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1_score,macro_avg_support,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1_score,weighted_avg_support,random_seed,num_shots,training_time,A,B,C,D,E,inkscape,openrgb,veloren
0.7913669064748201,0.9821428571428571,0.8764940239043825,112.0,0.9545454545454546,0.5915492957746479,0.7304347826086957,71.0,0.8306010928961749,0.8729561805101373,0.7868460764587525,0.803464403256539,183.0,0.8546766163820062,0.8306010928961749,0.8198262308333784,183.0,12,1,0.3568785300012678,0.49656795137503595,0.5261053441281611,0.3486631016042781,0.23904666369622726,0.27617978115937697,0.8034898746946567,0.8153327536300937,0.8198262308333784
0.9397590361445783,0.6964285714285714,0.8,112.0,0.66,0.9295774647887324,0.7719298245614035,71.0,0.7868852459016393,0.7998795180722892,0.8130030181086518,0.7859649122807018,183.0,0.8312186450720918,0.7868852459016393,0.7891093854855717,183.0,11,1,0.59370285901241,0.4041923234351239,0.6266450084749445,0.30273224043715846,0.6439876831629409,0.29715681453304216,0.08067867036011081,0.2573351515418114,0.7891093854855717
0.3157894736842105,0.21428571428571427,0.2553191489361702,112.0,0.17757009345794392,0.2676056338028169,0.21348314606741572,71.0,0.23497267759562843,0.24667978357107723,0.2409456740442656,0.23440114750179297,183.0,0.2621633753450579,0.23497267759562843,0.2390876942712436,183.0,16,1,0.37093831109814346,0.2874441132637854,0.5596970300976679,0.4510206408940586,0.7581355268311791,0.4891319286071381,0.11039859263543475,0.2614434098903372,0.2390876942712436
0.8195488721804511,0.9732142857142857,0.889795918367347,112.0,0.94,0.6619718309859155,0.7768595041322314,71.0,0.8524590163934426,0.8797744360902255,0.8175930583501005,0.8333277112497892,183.0,0.866281276962899,0.8524590163934426,0.8459790581996245,183.0,17,1,0.3299667031969875,0.5012685021006565,0.5229424459651444,0.5122384794202105,0.26851037083595225,0.2863172715743145,0.8571040504487024,0.8283282178108509,0.8459790581996245
0.7785714285714286,0.9646017699115044,0.8616600790513834,113.0,0.9069767441860465,0.5571428571428572,0.6902654867256637,70.0,0.8087431693989071,0.8427740863787375,0.7608723135271808,0.7759627828885236,183.0,0.8276882159649983,0.8087431693989071,0.7960993060306163,183.0,13,1,0.5032770910765976,0.43837279902853676,0.5082532717616909,0.41414141414141414,0.25005013883062666,0.2745001766238844,0.7980263157894737,0.7860155446747624,0.7960993060306163
0.8059701492537313,0.9642857142857143,0.8780487804878049,112.0,0.9183673469387755,0.6338028169014085,0.75,71.0,0.8360655737704918,0.8621687480962534,0.7990442655935615,0.8140243902439024,183.0,0.8495778051861801,0.8360655737704918,0.8283686525389844,183.0,14,1,0.5589178330264986,0.5191256830601093,0.5384580656309887,0.5534128745837957,0.2594594594594595,0.3249937255839806,0.7856398378691372,0.8187925303259714,0.8283686525389844
0.8029197080291971,0.9734513274336283,0.88,113.0,0.9347826086956522,0.6142857142857143,0.7413793103448276,70.0,0.8360655737704918,0.8688511583624247,0.7938685208596713,0.8106896551724139,183.0,0.853359068939863,0.8360655737704918,0.826975692481628,183.0,15,1,0.3691307990811765,0.4223619679026605,0.46228006692707607,0.43226747533683924,0.16617638486797365,0.26593244257224957,0.7906291509874938,0.7681932433255154,0.826975692481628
0.6706586826347305,0.9911504424778761,0.8,113.0,0.9375,0.21428571428571427,0.3488372093023256,70.0,0.6939890710382514,0.8040793413173652,0.6027180783817951,0.5744186046511628,183.0,0.7727291319001341,0.6939890710382514,0.6274240691320372,183.0,18,1,0.37408510502427816,0.5726172734369456,0.501346390080366,0.36077372919478184,0.37354954954954955,0.3369653702943383,0.717749665385778,0.5403193806504655,0.6274240691320372
0.8548387096774194,0.9464285714285714,0.8983050847457628,112.0,0.8983050847457628,0.7464788732394366,0.8153846153846154,71.0,0.8688524590163934,0.876571897211591,0.8464537223340041,0.8568448500651891,183.0,0.8717027131192356,0.8688524590163934,0.8661337551029132,183.0,20,1,0.5188070849981159,0.4184231069476972,0.5911472422335488,0.415194169911151,0.6579309960114913,0.4751645989161105,0.21111995052551877,0.2920508224502918,0.8661337551029132
0.6033519553072626,0.9642857142857143,0.7422680412371134,112.0,0.0,0.0,0.0,71.0,0.5901639344262295,0.3016759776536313,0.48214285714285715,0.3711340206185567,183.0,0.36926458466892575,0.5901639344262295,0.45428426567517327,183.0,19,1,0.5313235209323466,0.7186492924197841,0.1219760222650396,0.3966129032258065,0.20809953263681447,0.7922069006406355,0.6847903364969802,0.4024800328217083,0.45428426567517327
0.8833333333333333,0.9380530973451328,0.9098712446351931,113.0,0.8888888888888888,0.8,0.8421052631578947,70.0,0.8852459016393442,0.8861111111111111,0.8690265486725663,0.8759882538965439,183.0,0.8854584092289011,0.8852459016393442,0.8839498309553522,183.0,2,2,0.6772015071474016,0.3506450260804769,0.5346676300578034,0.4245638043106398,0.5396332631924138,0.4723071390037763,0.17915449617513005,0.6017504655493483,0.8839498309553522
0.7941176470588235,0.9642857142857143,0.8709677419354839,112.0,0.9148936170212766,0.6056338028169014,0.7288135593220338,71.0,0.825136612021858,0.85450563204005,0.7849597585513078,0.7998906506287589,183.0,0.8409760834923435,0.825136612021858,0.8158150262767137,183.0,1,2,1.141819650074467,0.4988249111891807,0.47372091656692555,0.44465399680835627,0.21535766535766537,0.291217157654335,0.8175016739387964,0.8229469994066735,0.8158150262767137
0.7985611510791367,0.9823008849557522,0.8809523809523809,113.0,0.9545454545454546,0.6,0.7368421052631579,70.0,0.8360655737704918,0.8765533028122956,0.7911504424778761,0.8088972431077694,183.0,0.8582272780881108,0.8360655737704918,0.8258282317816399,183.0,3,2,0.9927118490450084,0.4961741260655462,0.5549132947976878,0.37589670014347204,0.20091903549847476,0.25781120905805693,0.7503859019572946,0.6650156019788647,0.8258282317816399
0.75,0.02654867256637168,0.05128205128205128,113.0,0.3854748603351955,0.9857142857142858,0.5542168674698795,70.0,0.39344262295081966,0.5677374301675977,0.5061314791403287,0.3027494593759654,183.0,0.6105641542265775,0.39344262295081966,0.2436614891681058,183.0,25,1,0.5186281229835004,0.2966843337852829,0.5681706090078715,0.3333333333333333,0.5035917496443812,0.4734129110258193,0.10737769219797462,0.2614434098903372,0.2436614891681058
0.84375,0.9642857142857143,0.9,112.0,0.9272727272727272,0.7183098591549296,0.8095238095238095,71.0,0.8688524590163934,0.8855113636363636,0.841297786720322,0.8547619047619048,183.0,0.8761549925484351,0.8688524590163934,0.8648972157168878,183.0,26,1,0.5218367648776621,0.5027057138309724,0.5456594723477566,0.44035087719298244,0.25984586500964824,0.37158389656185714,0.7347035408590681,0.6590226765731906,0.8648972157168878
0.8823529411764706,0.9375,0.9090909090909091,112.0,0.890625,0.8028169014084507,0.8444444444444444,71.0,0.8852459016393442,0.8864889705882353,0.8701584507042254,0.8767676767676768,183.0,0.885562319189971,0.8852459016393442,0.8840094938455594,183.0,8,2,0.679044873919338,0.3393245603558191,0.5291003934737194,0.5330044973161179,0.501007938631701,0.5116407053163372,0.3515957726484042,0.6122798498287092,0.8840094938455594
0.8571428571428571,0.9642857142857143,0.907563025210084,112.0,0.9298245614035088,0.7464788732394366,0.828125,71.0,0.8797814207650273,0.8934837092731829,0.8553822937625755,0.867844012605042,183.0,0.8853417697248586,0.8797814207650273,0.8767428077788492,183.0,7,2,0.521198941860348,0.5515110562704428,0.5358068129283677,0.5360317243265418,0.6612950437336136,0.2792277797352658,0.7988919667590028,0.77725416671945,0.8767428077788492
0.8412698412698413,0.9464285714285714,0.8907563025210085,112.0,0.8947368421052632,0.7183098591549296,0.796875,71.0,0.8579234972677595,0.8680033416875522,0.8323692152917506,0.8438156512605042,183.0,0.8620138689163712,0.8579234972677595,0.8543324091931854,183.0,5,2,0.9709440090227872,0.611782349766364,0.6722583732461128,0.5898989898989899,0.41115126484254,0.39105478517844966,0.6053747486143131,0.7068794093175129,0.8543324091931854
0.7785714285714286,0.9646017699115044,0.8616600790513834,113.0,0.9069767441860465,0.5571428571428572,0.6902654867256637,70.0,0.8087431693989071,0.8427740863787375,0.7608723135271808,0.7759627828885236,183.0,0.8276882159649983,0.8087431693989071,0.7960993060306163,183.0,6,2,0.9312127358280122,0.4598917107451451,0.5391916804812408,0.3965952080706179,0.182935598603141,0.3178354929150565,0.7874674169779894,0.6746067146358621,0.7960993060306163
0.7762237762237763,0.9910714285714286,0.8705882352941177,112.0,0.975,0.5492957746478874,0.7027027027027027,71.0,0.819672131147541,0.8756118881118882,0.7701836016096579,0.7866454689984101,183.0,0.8533446062134586,0.819672131147541,0.8054523182777763,183.0,29,1,0.36651442595757544,0.4337230427255434,0.5315647940854392,0.34661224489795917,0.16176634300204093,0.2827594235646848,0.7957080876554788,0.6735583777190116,0.8054523182777763
0.781021897810219,0.9553571428571429,0.8594377510040161,112.0,0.8913043478260869,0.5774647887323944,0.7008547008547008,71.0,0.8087431693989071,0.836163122818153,0.7664109657947686,0.7801462259293585,183.0,0.8238090778710202,0.8087431693989071,0.7979109938422598,183.0,28,1,0.36726042488589883,0.5356024331665714,0.5406313339839351,0.4863191244239631,0.698287824702919,0.2996608861073585,0.7675050796355772,0.6987078428081618,0.7979109938422598
0.7956204379562044,0.9646017699115044,0.872,113.0,0.9130434782608695,0.6,0.7241379310344828,70.0,0.825136612021858,0.8543319581085369,0.7823008849557522,0.7980689655172414,183.0,0.8405363550126337,0.825136612021858,0.8154407386470698,183.0,31,1,0.4082235158421099,0.48495773116712537,0.5957501579649435,0.3958333333333333,0.25771605748643633,0.2949155341854853,0.8168887408394403,0.7048896087735483,0.8154407386470698
0.7913669064748201,0.9734513274336283,0.873015873015873,113.0,0.9318181818181818,0.5857142857142857,0.7192982456140351,70.0,0.825136612021858,0.8615925441465009,0.779582806573957,0.7961570593149541,183.0,0.8450914380269257,0.825136612021858,0.8142167805670826,183.0,33,1,0.40764860692434013,0.4352616128645584,0.5259043445832555,0.36195569136745603,0.24235812890797498,0.32537205759686705,0.8415731657874345,0.7816625366740385,0.8142167805670826
0.8088235294117647,0.9821428571428571,0.8870967741935484,112.0,0.9574468085106383,0.6338028169014085,0.7627118644067796,71.0,0.8469945355191257,0.8831351689612015,0.8079728370221329,0.824904319300164,183.0,0.8664861131058632,0.8469945355191257,0.8388381479921244,183.0,30,1,0.36808089003898203,0.5354079559898802,0.542166839226402,0.48991848991848996,0.3246890447808932,0.29097788055418733,0.7831653842075936,0.8337187565906824,0.8388381479921244
0.8120300751879699,0.9642857142857143,0.8816326530612245,112.0,0.92,0.647887323943662,0.7603305785123967,71.0,0.8415300546448088,0.866015037593985,0.8060865191146882,0.8209816157868106,183.0,0.8539200460166811,0.8415300546448088,0.834570099547745,183.0,32,1,0.3652720181271434,0.48633879781420764,0.49017371943145244,0.4781826360773729,0.23145273144979728,0.2476533037880826,0.8082040654618596,0.8457925478703284,0.834570099547745
0.7956204379562044,0.9732142857142857,0.8755020080321285,112.0,0.9347826086956522,0.6056338028169014,0.7350427350427351,71.0,0.8306010928961749,0.8652015233259283,0.7894240442655935,0.8052723715374318,183.0,0.8496123184070284,0.8306010928961749,0.8210068802602875,183.0,36,1,0.4091204290743917,0.5102989714723968,0.5064047401741347,0.33428981348637016,0.1861472848106023,0.27270556512210764,0.7394136228144326,0.7651162192279263,0.8210068802602875
0.8,0.9642857142857143,0.8744939271255061,112.0,0.9166666666666666,0.6197183098591549,0.7394957983193278,71.0,0.8306010928961749,0.8583333333333334,0.7920020120724346,0.8069948627224169,183.0,0.845264116575592,0.8306010928961749,0.8221176039274807,183.0,35,1,0.3157767881639302,0.5145244120891642,0.5405397051095793,0.39946484662814596,0.2863323216264393,0.25781120905805693,0.8153728916886811,0.7552778594531021,0.8221176039274807
0.781021897810219,0.9553571428571429,0.8594377510040161,112.0,0.8913043478260869,0.5774647887323944,0.7008547008547008,71.0,0.8087431693989071,0.836163122818153,0.7664109657947686,0.7801462259293585,183.0,0.8238090778710202,0.8087431693989071,0.7979109938422598,183.0,34,1,0.3219964320305735,0.3950215883852068,0.5977375951435879,0.46781914893617016,0.5256315324808476,0.4723071390037763,0.26834210013637255,0.2965301954857456,0.7979109938422598
0.8807339449541285,0.8571428571428571,0.8687782805429864,112.0,0.7837837837837838,0.8169014084507042,0.8,71.0,0.8415300546448088,0.8322588643689561,0.8370221327967806,0.8343891402714932,183.0,0.8431194015492406,0.8415300546448088,0.8420938110427021,183.0,37,1,0.8299260248895735,0.30890388942462227,0.5600901714154618,0.36081632653061224,0.5131597511028754,0.48269359049321,0.43838412126091747,0.6386977844894277,0.8420938110427021
0.8384615384615385,0.9646017699115044,0.897119341563786,113.0,0.9245283018867925,0.7,0.7967479674796748,70.0,0.8633879781420765,0.8814949201741655,0.8323008849557522,0.8469336545217304,183.0,0.8713832512471549,0.8633879781420765,0.8587259197829784,183.0,40,1,0.3502901110332459,0.5794863783044127,0.5609723063319161,0.5196687370600415,0.2418633957293751,0.2661274995182052,0.8574809115812787,0.8222510846314192,0.8587259197829784
0.8153846153846154,0.9464285714285714,0.8760330578512396,112.0,0.8867924528301887,0.6619718309859155,0.7580645161290323,71.0,0.8360655737704918,0.851088534107402,0.8042002012072434,0.817048786990136,183.0,0.8430892954864498,0.8360655737704918,0.8302638422103832,183.0,38,1,0.5582264291588217,0.5739232622363242,0.5559102892043505,0.4884452345138794,0.6612950437336136,0.3821481365949535,0.6659984492312347,0.8031507081056267,0.8302638422103832
0.7898550724637681,0.9732142857142857,0.872,112.0,0.9333333333333333,0.5915492957746479,0.7241379310344828,71.0,0.825136612021858,0.8615942028985507,0.7823817907444668,0.7980689655172414,183.0,0.8455215015443099,0.825136612021858,0.8146327491991708,183.0,39,1,0.34329807898029685,0.4327358884888528,0.5407388588945428,0.4527694527694528,0.20398603731937068,0.2827212688015121,0.8315789473684211,0.7444181913589016,0.8146327491991708
0.848,0.9380530973451328,0.8907563025210085,113.0,0.8793103448275862,0.7285714285714285,0.796875,70.0,0.8579234972677595,0.8636551724137931,0.8333122629582806,0.8438156512605042,183.0,0.8599766346335029,0.8579234972677595,0.8548454217752675,183.0,41,1,0.431162279099226,0.5631028009546839,0.4870812730691553,0.73436877737953,0.5631997538455682,0.29270180300444415,0.7392543859649123,0.7564910987563878,0.8548454217752675
0.8014705882352942,0.9646017699115044,0.8755020080321285,113.0,0.9148936170212766,0.6142857142857143,0.7350427350427351,70.0,0.8306010928961749,0.8581821026282854,0.7894437420986093,0.8052723715374318,183.0,0.8448564462408613,0.8306010928961749,0.8217744172711583,183.0,42,1,0.4283071218524128,0.4800868357622871,0.544072242728138,0.49488158899923607,0.16768249468462088,0.3387310267533647,0.7467265366212735,0.7709234415784365,0.8217744172711583
0.6089385474860335,0.9732142857142857,0.7491408934707904,112.0,0.25,0.014084507042253521,0.02666666666666667,71.0,0.6010928961748634,0.42946927374301674,0.4936493963782696,0.3879037800687285,183.0,0.46967823671276365,0.6010928961748634,0.4688366852571686,183.0,45,1,0.6343232460785657,0.37804839968774395,0.12869849816559767,0.3203125,0.19908828828828828,0.20640456563094484,0.6794530933652677,0.4343953308914473,0.4688366852571686
0.8257575757575758,0.9646017699115044,0.889795918367347,113.0,0.9215686274509803,0.6714285714285714,0.7768595041322314,70.0,0.8524590163934426,0.8736631016042781,0.8180151706700378,0.8333277112497892,183.0,0.8624066119244518,0.8524590163934426,0.8465961970752263,183.0,44,1,0.49224624200724065,0.575165458401387,0.5559102892043505,0.5145766494629656,0.6621993749567772,0.3788758808820186,0.7504965772640557,0.7694051152094482,0.8465961970752263
0.8134328358208955,0.9646017699115044,0.8825910931174089,113.0,0.9183673469387755,0.6428571428571429,0.7563025210084033,70.0,0.8415300546448088,0.8659000913798356,0.8037294563843236,0.8194468070629062,183.0,0.8535717198550573,0.8415300546448088,0.8342839890319969,183.0,43,1,0.4732174900127575,0.4469008891088161,0.5278136972832467,0.36547541361176156,0.21974195365149665,0.31378605330412557,0.8420504068509432,0.8499578623244511,0.8342839890319969
0.6917808219178082,0.9017857142857143,0.7829457364341085,112.0,0.7027027027027027,0.36619718309859156,0.48148148148148145,71.0,0.6939890710382514,0.6972417623102555,0.633991448692153,0.632213608957795,183.0,0.6960182729327126,0.6939890710382514,0.6659841948951111,183.0,46,1,0.9944388319272548,0.41122645812610253,0.5146163527876189,0.3804532295098333,0.5972351972351972,0.5443636290345126,0.2538876603272888,0.4050356341259966,0.6659841948951111
0.6557377049180327,0.35714285714285715,0.4624277456647399,112.0,0.4098360655737705,0.704225352112676,0.5181347150259067,71.0,0.4918032786885246,0.5327868852459017,0.5306841046277666,0.4902812303453233,183.0,0.5603332437516797,0.4918032786885246,0.48404083213819804,183.0,47,1,0.3998323630075902,0.6010063649464698,0.6024520383042871,0.6568276784221962,0.6037366111810903,0.27214741318214036,0.5963981738993546,0.5996689867135395,0.48404083213819804
0.7857142857142857,0.9821428571428571,0.873015873015873,112.0,0.9534883720930233,0.5774647887323944,0.7192982456140351,71.0,0.825136612021858,0.8696013289036545,0.7798038229376257,0.7961570593149541,183.0,0.850806964036091,0.825136612021858,0.8133767935320998,183.0,12,2,0.44182202592492104,0.44568551756873104,0.5194843151263233,0.3623888975518478,0.23539172838828407,0.26214859437751004,0.783790945896209,0.7681932433255154,0.8133767935320998
0.9351851851851852,0.9017857142857143,0.9181818181818182,112.0,0.8533333333333334,0.9014084507042254,0.8767123287671232,71.0,0.9016393442622951,0.8942592592592593,0.9015970824949698,0.8974470734744707,183.0,0.9034284557781825,0.9016393442622951,0.9020925627258437,183.0,10,2,0.9628529690671712,0.36954881315932075,0.5907953892438225,0.34699557242251744,0.5035917496443812,0.4723071390037763,0.301349223438491,0.5538392262240347,0.9020925627258437
0.8688524590163934,0.9464285714285714,0.905982905982906,112.0,0.9016393442622951,0.7746478873239436,0.8333333333333334,71.0,0.8797814207650273,0.8852459016393442,0.8605382293762576,0.8696581196581197,183.0,0.8815730538385738,0.8797814207650273,0.8777964597636728,183.0,11,2,1.3617718040477484,0.4643529433265713,0.6994161088368444,0.3593519882179676,0.8802057739557739,0.6393651748229445,0.2538876603272888,0.2754051717092631,0.8777964597636728
0.7883211678832117,0.9557522123893806,0.864,113.0,0.8913043478260869,0.5857142857142857,0.7068965517241379,70.0,0.8142076502732241,0.8398127578546493,0.7707332490518332,0.7854482758620689,183.0,0.8277136410854044,0.8142076502732241,0.8039057848125117,183.0,9,2,0.5976576639804989,0.5113713244860786,0.5506875526696011,0.3670634920634921,0.19432700026759434,0.3004120197841226,0.7573186698088504,0.6571022000030117,0.8039057848125117
0.8672566371681416,0.875,0.8711111111111111,112.0,0.8,0.7887323943661971,0.7943262411347518,71.0,0.8415300546448088,0.8336283185840708,0.8318661971830985,0.8327186761229315,183.0,0.8411625320373326,0.8415300546448088,0.8413202599180973,183.0,53,1,0.886382324853912,0.3822852007722638,0.5653654287750416,0.33902578411268364,0.6243243243243243,0.5048509461884569,0.11217657045840407,0.34197453027732894,0.8413202599180973
0.8527131782945736,0.9734513274336283,0.9090909090909091,113.0,0.9444444444444444,0.7285714285714285,0.8225806451612904,70.0,0.8797814207650273,0.898578811369509,0.8510113780025284,0.8658357771260997,183.0,0.8878016407562729,0.8797814207650273,0.8759995513036233,183.0,50,1,0.5189524211455137,0.5030293561779423,0.5082532717616909,0.5316770186335403,0.25452382137465007,0.2829062604816083,0.8376037237633384,0.7649127248351028,0.8759995513036233
0.8029197080291971,0.9821428571428571,0.8835341365461847,112.0,0.9565217391304348,0.6197183098591549,0.7521367521367521,71.0,0.8415300546448088,0.8797207235798159,0.800930583501006,0.8178354443414684,183.0,0.8625139386750326,0.8415300546448088,0.832554823469301,183.0,54,1,0.4312301629688591,0.7222722632558698,0.6346097316238327,0.6224060762240609,0.8974667253148265,0.3672384573756017,0.5717894736842105,0.7379280718973809,0.832554823469301
0.8372093023255814,0.9557522123893806,0.8925619834710744,113.0,0.9074074074074074,0.7,0.7903225806451613,70.0,0.8579234972677595,0.8723083548664945,0.8278761061946902,0.8414422820581178,183.0,0.8640610365098864,0.8579234972677595,0.8534540151770093,183.0,48,1,0.4674797940533608,0.5509752589521208,0.5742436753997447,0.5093596059113301,0.6127027027027028,0.42336995038979447,0.6504229503563281,0.5859709213743254,0.8534540151770093
0.8125,0.9203539823008849,0.8630705394190872,113.0,0.8363636363636363,0.6571428571428571,0.736,70.0,0.819672131147541,0.8244318181818182,0.788748419721871,0.7995352697095436,183.0,0.8216281669150521,0.819672131147541,0.8144643221549555,183.0,49,1,2.128756314981729,0.570916852606539,0.46747696053473053,0.452741935483871,0.2055169030416555,0.2656678567544617,0.7957570087136883,0.6144519192586934,0.8144643221549555
0.8120300751879699,0.9557522123893806,0.8780487804878049,113.0,0.9,0.6428571428571429,0.75,70.0,0.8360655737704918,0.856015037593985,0.7993046776232617,0.8140243902439024,183.0,0.8456797732035004,0.8360655737704918,0.8290683726509396,183.0,51,1,0.4264959569554776,0.5171558364605965,0.4918478991253777,0.45184241265795894,0.2089009346741305,0.27865184140818594,0.8,0.7901496450801375,0.8290683726509396
0.9857142857142858,0.6160714285714286,0.7582417582417582,112.0,0.6194690265486725,0.9859154929577465,0.7608695652173914,71.0,0.7595628415300546,0.8025916561314792,0.8009934607645876,0.7595556617295748,183.0,0.8436191305188839,0.7595628415300546,0.7592612899099,183.0,52,1,0.39197726105339825,0.41131788204258524,0.5538544237047066,0.39944245320589405,0.6736115875978459,0.4956289251627744,0.1325402993645606,0.3632143304015232,0.7592612899099
0.7928571428571428,0.9910714285714286,0.8809523809523809,112.0,0.9767441860465116,0.5915492957746479,0.7368421052631579,71.0,0.8360655737704918,0.8848006644518271,0.7913103621730382,0.8088972431077694,183.0,0.8642012962256957,0.8360655737704918,0.8250407439363434,183.0,56,1,0.4137910249992274,0.47272368161169265,0.5180592963708166,0.43103448275862066,0.22422956383920792,0.27270556512210764,0.8238930659983292,0.7849548077250036,0.8250407439363434
0.8095238095238095,0.15178571428571427,0.2556390977443609,112.0,0.41358024691358025,0.9436619718309859,0.575107296137339,71.0,0.45901639344262296,0.6115520282186949,0.5477238430583501,0.41537319694084995,183.0,0.6559063617351414,0.45901639344262296,0.37958577580939606,183.0,57,1,0.6996071869507432,0.8250423968343696,0.6603464484841715,0.6379327989084086,0.5415627333435552,0.6789076023329995,0.7240745091896408,0.37634393183654336,0.37958577580939606
0.9181818181818182,0.9017857142857143,0.9099099099099099,112.0,0.8493150684931506,0.8732394366197183,0.8611111111111112,71.0,0.8907103825136612,0.8837484433374845,0.8875125754527162,0.8855105105105106,183.0,0.8914630245867614,0.8907103825136612,0.8909770426163869,183.0,68,1,0.5607113938312978,0.5550634744891683,0.5594075228201901,0.5088214537755822,0.6576228667692082,0.3821481365949535,0.6131117266851339,0.788587390263368,0.8909770426163869
0.7346938775510204,0.9642857142857143,0.833976833976834,112.0,0.8888888888888888,0.4507042253521127,0.5981308411214953,71.0,0.7650273224043715,0.8117913832199546,0.7074949698189135,0.7160538375491646,183.0,0.7945181715673518,0.7650273224043715,0.7424737438526314,183.0,58,1,0.8435219649691135,0.7814599275753944,0.62425480776271,0.5413429522752498,0.26415923312475037,0.648362344522354,0.7510091017016225,0.6617839338278995,0.7424737438526314
